vehicle_age,odometer_km,engine_hours,load_factor,avg_speed_kmh,idle_time_pct,tire_pressure_ok,ac_usage,maintenance_score,fuel_efficiency_kml
12.6,496532,4776,0.96,60.0,6.3,1,1,59.7,4.16
4.7,121975,2892,0.29,36.0,14.9,1,1,72.8,6.23
11.8,432246,7902,0.23,41.4,27.8,1,1,94.3,5.13
13.4,389925,9764,0.69,76.4,27.7,1,1,90.3,4.34
6.5,123188,5013,0.96,34.4,7.6,1,0,53.9,5.01
13.6,440397,5471,0.99,25.7,15.1,1,1,71.2,2.43
5.7,157545,2575,0.59,24.2,24.9,1,1,79.5,4.97
14.5,452131,6076,0.57,50.3,16.1,0,1,99.3,5.28
1.3,49880,642,0.72,58.5,19.6,1,0,41.9,6.53
10.3,268049,7805,0.64,39.6,29.9,0,0,67.8,3.24
7.4,277988,4352,0.71,61.4,5.3,1,0,99.3,5.43
5.8,196344,3891,0.9,23.7,14.7,1,1,98.6,5.49
9.5,258290,5173,0.8,71.4,10.0,1,0,59.8,3.99
10.6,317586,3320,0.6,69.0,9.5,1,1,40.0,4.45
0.1,1514,22,0.57,79.1,38.6,1,1,75.2,5.69
2.5,99145,1425,0.71,76.2,18.2,0,0,92.0,6.37
10.7,338880,7053,0.56,41.4,23.4,0,0,59.5,5.18
10.0,160894,4075,0.57,44.0,30.7,1,1,96.1,6.62
14.5,335685,9578,0.21,64.8,6.7,1,0,60.0,4.59
11.4,349121,8052,0.34,28.0,13.4,1,1,76.6,5.31
14.3,234009,7216,0.59,38.8,34.1,1,0,83.3,2.61
10.5,164364,7094,0.86,27.1,35.2,1,1,60.7,2.86
4.5,117361,2244,0.42,47.3,18.1,1,0,61.1,7.37
1.6,36852,1010,0.62,53.1,18.1,0,1,68.2,6.56
11.7,304412,7998,0.48,32.7,31.5,1,1,90.1,3.52
9.7,208389,7691,0.28,21.6,15.3,1,1,46.1,4.65
0.7,13818,342,0.97,63.2,9.1,1,0,77.9,6.34
5.4,174059,2730,0.88,21.2,14.0,1,1,80.6,4.71
14.4,399908,5494,0.26,78.4,18.6,1,0,73.5,4.47
7.5,150149,3018,0.78,33.3,6.8,0,1,96.2,4.85
6.5,149225,4198,0.48,59.8,21.8,1,1,76.1,6.68
6.9,204559,5208,1.0,46.1,30.9,1,0,78.1,5.14
3.1,52656,1558,0.44,23.6,23.0,1,0,76.0,6.63
5.5,103347,2157,0.39,48.3,7.5,1,0,83.3,9.0
5.5,93366,2455,0.65,51.0,20.4,1,0,48.1,7.02
0.8,27728,414,0.87,71.3,29.8,1,1,93.7,5.73
11.5,389275,5127,0.35,63.9,7.0,0,0,42.5,4.43
6.2,211373,2604,0.77,24.8,7.1,1,1,78.4,5.48
12.3,405846,8238,0.25,32.5,18.0,1,0,76.9,4.69
12.8,404782,3877,0.94,38.7,11.8,1,1,52.5,3.04
3.2,85618,1811,0.26,27.0,37.7,0,0,42.4,4.61
9.9,306231,6871,0.93,47.4,25.3,0,0,48.3,2.95
7.1,113057,3068,0.59,79.1,15.1,1,1,56.3,4.57
13.2,403155,7943,0.56,50.9,29.7,1,1,92.9,5.59
3.2,111474,2053,0.98,64.5,18.1,1,1,91.3,5.11
10.2,279689,6380,0.99,61.0,9.6,1,1,43.8,3.29
9.1,218224,4767,0.72,71.0,13.3,1,1,57.4,4.12
4.4,97165,2096,0.3,32.9,27.5,1,1,93.4,6.66
2.0,63663,1471,0.6,65.2,6.8,1,0,54.2,6.67
9.8,315915,6639,0.62,72.9,14.5,1,0,99.8,5.16
11.1,407420,5103,0.61,30.3,12.3,1,1,55.4,3.99
4.7,111535,1664,0.66,40.8,12.0,1,1,84.3,7.27
9.7,331228,3249,0.21,78.2,28.9,0,1,65.0,4.26
5.9,172083,2057,0.77,66.8,33.9,1,0,48.2,3.75
10.7,396588,6327,0.77,37.0,30.1,1,1,55.3,2.43
3.0,84254,974,0.29,53.8,27.6,1,1,80.5,7.49
13.4,373099,6255,0.66,44.3,37.1,1,1,60.2,3.58
4.3,126950,2917,0.65,49.4,7.0,1,0,76.2,7.64
5.5,186097,2467,0.75,41.3,10.9,0,1,52.3,6.52
0.9,34086,594,0.27,36.8,19.5,1,1,66.9,6.22
1.7,28166,1125,0.7,60.5,18.0,1,1,70.7,6.47
7.7,126406,3272,0.42,66.7,19.6,1,1,64.8,4.44
4.0,154289,2667,0.61,72.4,12.2,1,1,51.9,5.72
12.5,353996,8445,0.82,29.3,10.2,1,0,67.7,3.33
0.2,6694,110,0.76,69.4,22.8,1,1,81.6,6.41
5.7,153878,2304,0.3,35.3,37.5,1,1,97.9,5.57
5.1,87751,2837,0.67,45.6,18.7,1,0,87.4,6.79
0.3,9916,221,0.98,74.1,6.5,1,0,49.7,6.74
1.9,62832,1156,0.33,47.3,29.7,0,1,56.4,7.45
6.2,141420,2398,0.88,31.8,15.2,1,1,44.7,4.43
7.4,167495,4742,0.76,29.6,13.6,1,1,48.1,4.05
6.1,217989,3115,0.82,48.4,16.3,1,0,55.0,6.48
8.0,133867,4745,0.43,65.8,30.3,1,1,52.0,3.82
8.9,330545,5955,0.43,79.8,33.7,1,1,52.8,2.45
0.1,3188,83,0.92,67.2,25.6,1,1,53.8,4.27
7.0,207622,4922,0.49,72.6,16.3,1,1,58.0,4.6
14.5,554973,9554,0.25,64.9,15.9,1,1,47.5,2.92
7.8,248770,4730,0.68,73.7,9.4,1,0,56.7,4.73
10.2,257745,3815,0.3,24.6,37.7,0,1,81.3,3.7
4.7,150810,3359,0.84,75.8,27.3,1,1,54.2,3.74
11.6,273987,8916,0.71,43.8,5.9,1,0,50.3,4.7
11.6,254269,4272,0.9,75.3,28.2,1,1,44.1,2.42
7.8,312129,4255,0.83,24.5,20.7,1,0,70.0,3.96
14.6,494396,6287,0.29,62.9,39.0,1,1,90.5,2.71
1.9,58603,1275,0.5,64.1,33.7,1,1,43.5,5.77
0.3,6071,168,0.82,79.8,11.0,1,1,72.5,6.27
11.6,187484,4279,0.53,66.1,30.2,0,1,79.0,3.67
12.1,191010,8941,0.98,43.0,22.0,1,1,75.5,5.08
1.8,52028,704,0.79,53.4,11.5,1,1,92.7,7.23
4.0,135650,2783,0.21,42.0,29.5,1,1,92.0,7.92
0.3,7486,139,0.9,31.8,24.2,1,1,43.4,5.34
4.4,158473,2042,0.28,34.9,6.1,1,1,61.7,6.65
11.6,183648,4397,0.31,33.3,27.6,1,1,80.2,4.1
7.8,187777,2982,0.79,52.9,27.2,0,0,97.1,5.64
5.2,109268,3294,0.89,74.4,10.0,1,1,88.3,5.62
5.6,145992,3207,0.63,74.8,17.2,1,0,50.6,4.15
0.0,341,7,0.43,23.3,25.5,1,1,56.8,5.7
4.5,174724,1603,0.48,24.8,9.9,1,0,85.8,7.71
9.7,199575,3260,0.47,34.7,34.8,0,1,68.3,3.83
14.6,556134,9818,0.46,35.3,6.0,1,0,72.8,4.79
12.7,325873,8334,0.39,25.7,8.6,0,0,76.5,5.16
0.4,14029,117,0.69,43.3,9.1,1,1,46.2,7.95
13.5,388872,7819,0.92,55.3,23.5,1,1,91.4,4.11
11.7,449605,4022,0.45,54.7,26.7,1,1,91.8,5.57
11.7,177150,8801,0.35,52.6,19.1,0,0,68.1,6.97
6.9,231558,5177,0.87,40.3,15.1,1,1,77.6,6.41
6.0,224333,3875,0.79,62.4,33.3,1,0,79.6,4.36
4.5,84027,3467,0.94,69.6,7.4,1,1,51.4,4.88
1.0,17149,695,0.33,40.8,14.8,1,1,46.8,8.51
3.4,87691,2445,0.32,25.1,6.4,1,0,41.2,6.58
3.7,141829,2163,0.63,37.8,5.5,0,1,94.8,6.51
7.3,207376,3290,0.69,28.2,17.4,0,1,60.7,3.76
11.2,316017,4584,0.58,48.0,11.8,1,1,45.1,5.14
7.1,131682,3295,0.68,29.4,14.4,1,0,67.9,4.87
0.9,13032,533,0.34,47.8,33.7,1,1,44.5,7.05
14.4,506482,5550,0.58,33.3,10.7,1,1,45.1,2.49
14.1,243072,6071,0.73,64.3,32.3,1,1,69.3,3.55
11.8,363302,6290,0.55,21.7,28.6,1,1,70.5,2.91
14.9,563056,6194,0.74,53.3,16.4,1,0,74.8,4.49
8.2,165111,4854,0.56,30.2,24.1,1,0,79.4,4.68
14.4,456812,10998,0.47,20.1,20.6,1,0,80.1,3.79
1.1,19242,764,0.44,72.2,9.5,1,1,66.0,7.25
5.5,165071,3473,0.53,60.3,36.8,1,1,78.6,3.77
3.4,64566,1999,0.22,25.9,24.9,0,1,58.3,5.17
2.9,98109,1598,0.73,59.8,35.8,1,1,66.5,5.59
2.1,47586,831,0.88,56.7,33.8,1,1,63.6,5.38
9.3,248201,6977,0.48,48.4,7.8,1,0,59.7,6.89
11.7,351428,4972,0.24,45.2,12.3,1,1,54.3,6.29
8.7,167260,2998,0.99,73.2,10.1,1,1,44.7,3.18
2.2,73939,1488,0.41,34.7,34.1,1,1,70.4,5.79
12.2,274557,4718,0.3,43.9,35.2,1,0,72.2,5.47
9.5,301054,4636,0.5,39.7,23.5,1,1,60.2,4.01
5.8,110377,1829,0.79,66.3,8.6,1,1,98.6,5.64
10.1,325635,3727,0.44,75.0,9.7,1,0,73.4,5.54
3.9,70972,1507,0.66,71.0,33.5,1,1,93.3,6.16
5.2,132729,1694,0.53,67.9,37.5,1,1,74.2,5.09
13.8,291487,8647,0.29,79.2,12.0,1,0,51.4,5.35
4.4,146891,3131,0.46,61.8,5.4,0,0,98.5,6.24
7.0,151930,3431,0.78,65.1,16.6,1,1,93.1,4.83
13.4,494602,9844,0.69,79.0,6.1,1,0,68.3,4.03
10.6,395922,4317,0.3,20.4,34.0,1,1,54.6,4.23
0.9,18578,432,0.33,58.0,22.2,1,1,53.4,8.36
2.2,67051,829,0.71,64.3,27.5,1,0,88.4,5.47
0.1,2022,72,0.85,75.1,19.4,1,0,44.1,5.44
9.5,234593,4826,0.48,73.0,17.1,0,1,78.3,4.76
6.7,220477,4074,0.68,70.5,12.8,1,0,78.4,5.39
2.0,63416,1371,0.34,76.7,32.0,1,1,50.9,5.29
14.4,439943,8231,0.45,52.2,29.3,0,1,82.3,4.14
7.9,175292,4877,0.22,20.4,17.6,1,1,82.3,6.1
3.6,88717,2785,0.81,20.7,16.2,1,0,61.0,4.92
7.5,131962,3376,0.52,52.7,5.0,1,1,69.0,7.9
10.2,336163,4889,0.85,46.1,7.2,1,1,90.0,5.65
1.1,31560,753,0.77,47.1,26.8,1,0,71.4,7.27
4.1,134821,2496,0.86,44.0,23.0,1,0,77.1,7.13
12.1,256901,4712,0.43,75.1,20.2,0,1,64.8,3.76
6.9,159349,3365,0.35,41.6,34.0,1,0,49.0,6.79
8.2,191483,4377,0.98,71.4,22.6,1,0,99.9,4.0
6.5,101562,3309,0.77,74.2,18.5,1,1,71.9,5.12
0.7,15492,256,0.87,50.0,10.6,1,0,60.2,8.18
2.5,87224,1895,0.21,46.8,33.7,1,1,82.8,7.49
6.7,250166,4552,0.48,65.7,25.2,1,1,77.2,4.84
3.1,87718,1697,0.79,62.5,8.2,1,1,54.0,5.47
0.7,19782,480,0.26,39.7,27.7,1,0,92.6,7.64
12.7,199573,9474,0.65,26.2,19.9,1,1,44.3,3.6
14.7,544269,5417,0.54,35.9,33.4,1,1,76.3,2.0
11.9,182327,5059,0.21,27.9,37.2,1,0,68.7,4.52
12.8,494582,7317,0.39,37.7,26.0,1,0,59.1,4.2
3.6,98837,2539,0.43,35.7,30.6,1,0,89.6,6.78
14.4,339318,4584,0.29,58.3,7.0,1,0,79.4,7.13
3.0,112559,2340,0.71,77.3,24.6,1,0,85.6,5.74
14.3,222774,7528,0.39,61.1,31.4,1,0,64.9,4.9
14.9,440739,7157,0.42,75.6,22.4,1,1,96.5,4.31
10.7,306646,4765,0.92,67.0,25.8,0,1,60.7,2.33
14.7,301452,5698,0.57,63.7,36.5,0,1,71.9,2.38
8.5,219747,5944,0.51,44.8,11.9,0,1,96.0,6.57
3.9,121881,3028,0.78,39.5,8.4,1,1,45.0,5.38
6.6,217482,3322,0.93,70.8,29.2,1,1,46.5,3.41
8.9,133711,6911,0.22,74.3,33.8,1,1,99.7,5.97
1.1,42118,780,0.56,47.1,34.8,1,0,98.3,7.85
9.3,178424,5046,0.69,20.5,27.5,1,0,86.3,3.86
14.7,306709,9375,0.45,67.6,34.2,1,1,69.1,3.13
2.9,61557,1476,0.82,37.1,29.5,0,0,70.4,5.13
11.9,189575,6888,0.98,20.6,8.1,1,0,55.4,3.32
13.6,246172,4481,0.95,68.3,31.7,1,0,66.0,2.42
14.2,561390,9175,0.41,51.0,11.3,1,1,65.9,5.69
14.4,329525,4701,0.38,61.1,13.3,1,0,42.2,3.38
7.8,139875,5542,0.97,74.9,18.8,0,1,67.2,3.45
14.7,259106,10445,0.57,52.5,16.0,0,0,68.8,5.93
11.4,374715,4754,0.37,50.2,16.3,1,1,79.9,6.22
2.4,88186,1120,0.77,37.4,10.9,1,1,71.0,5.67
7.2,153255,3868,0.43,38.3,15.3,0,0,91.7,5.96
10.8,167257,6447,0.41,67.8,5.7,1,1,62.1,5.82
3.7,76344,1646,0.9,46.9,21.6,0,1,64.6,5.77
9.6,157715,5729,0.33,29.8,31.9,1,1,74.3,5.05
10.0,175831,4488,0.25,25.7,35.2,1,1,52.2,4.35
2.4,62935,800,0.42,48.4,33.7,1,1,63.6,7.25
8.5,175866,2554,0.69,47.9,19.6,1,1,81.2,6.56
11.6,322910,4058,0.3,59.2,30.6,1,0,64.7,5.57
7.5,159677,5209,0.58,48.3,15.1,0,1,94.4,6.32
0.2,6992,142,0.7,28.6,6.9,0,0,76.9,7.13
0.1,5104,70,0.88,50.5,28.7,1,0,49.2,6.65
5.4,156219,2979,0.38,74.4,27.7,1,1,69.2,5.14
13.9,331493,5188,0.85,29.6,33.1,0,0,85.9,2.61
3.4,84137,1974,0.39,61.4,26.6,0,1,78.6,6.35
9.5,240706,3543,0.74,55.6,10.5,1,1,93.1,6.36
3.3,110559,2017,0.54,64.9,34.9,1,1,85.0,5.37
4.8,126855,3699,0.29,29.0,27.0,1,0,43.7,5.0
12.7,463263,5061,0.77,76.5,33.3,1,0,46.8,2.0
10.9,422037,7459,0.37,57.3,32.1,1,1,79.0,5.34
1.4,33483,446,0.34,70.8,15.4,1,1,54.3,6.74
6.4,186597,3136,0.49,34.8,7.6,1,0,75.3,6.1
0.4,7603,155,0.72,64.4,11.2,1,1,87.5,7.26
7.2,144352,3435,0.39,66.9,8.3,1,1,74.6,6.23
9.9,251758,3843,0.35,43.8,13.5,1,0,64.9,8.2
1.8,35826,865,0.21,43.0,21.1,1,1,78.8,8.83
4.3,159959,2205,0.58,59.5,36.7,1,0,48.6,4.59
6.0,113128,2687,0.54,25.6,35.5,0,1,83.4,3.94
13.8,364017,8666,0.39,64.1,30.2,1,0,81.8,4.17
14.9,449088,11315,0.24,22.6,5.8,1,0,70.9,4.51
0.7,21757,337,0.54,31.4,16.9,1,1,56.7,6.07
11.4,280546,4522,0.83,59.8,28.9,0,0,87.9,4.06
5.6,204787,2428,0.77,25.9,9.5,1,1,70.6,4.92
5.9,171944,4280,0.89,78.3,33.0,0,0,43.6,3.2
11.3,294024,6628,0.21,72.1,37.0,0,1,95.1,4.35
13.8,229804,7267,0.97,57.6,17.4,1,1,86.1,4.25
14.3,379666,5346,0.47,69.1,29.7,1,1,75.1,3.56
8.7,307477,4544,0.99,73.3,10.2,1,0,66.2,3.42
5.4,162652,2353,0.4,35.6,29.2,1,0,97.6,6.32
11.8,422962,9115,0.58,71.0,5.8,1,1,86.5,4.73
3.8,102974,2794,0.48,31.7,10.3,1,0,72.1,6.28
8.5,151975,2893,0.48,44.8,29.8,1,1,79.2,5.73
5.4,82514,3003,0.87,53.5,29.9,0,1,56.8,5.29
9.8,222406,4063,0.8,62.8,27.4,1,1,51.7,2.85
3.6,117013,1822,0.99,21.8,21.7,1,0,56.4,4.47
2.9,99886,2122,0.69,37.4,28.6,1,1,57.6,5.21
13.8,308443,7765,0.57,56.5,32.1,1,1,84.4,5.01
1.5,41828,713,0.27,41.4,38.8,1,1,48.4,6.63
7.6,193741,3066,1.0,66.5,36.1,1,1,86.7,3.29
3.3,83691,2319,0.64,59.1,32.8,1,0,71.4,6.37
0.6,12137,358,0.76,34.1,29.3,1,1,63.1,5.81
0.5,9946,289,0.53,28.8,25.1,1,1,58.0,6.85
2.6,52349,1074,0.64,57.7,9.2,1,0,70.8,7.79
13.0,213009,6073,0.95,47.0,10.8,1,0,59.1,5.05
4.2,84546,3305,0.33,30.1,33.7,1,0,65.8,6.27
14.3,217133,7984,0.43,39.6,33.1,1,1,84.3,3.77
8.7,267675,4365,0.32,38.2,26.5,0,1,77.6,4.79
6.5,150038,3672,0.83,26.5,20.4,1,0,84.9,5.09
8.7,342211,6000,0.25,52.8,5.9,1,1,82.8,6.98
7.8,153792,3643,0.27,65.8,16.5,1,1,88.9,6.33
11.4,269127,4431,0.44,54.5,19.7,1,1,52.1,6.11
4.2,101470,2511,0.61,69.6,22.0,0,1,99.7,5.78
5.3,80555,3350,0.53,27.7,37.5,1,1,68.5,5.56
13.4,482545,8803,0.24,46.1,8.8,0,1,83.1,4.99
14.2,224308,10520,0.97,56.6,23.2,1,0,80.7,4.83
13.4,515513,6501,0.96,60.6,17.9,1,1,74.0,2.0
6.3,234693,2125,0.42,61.7,39.7,1,1,99.7,4.47
11.7,332296,9121,0.79,63.7,35.2,0,0,53.0,2.75
7.1,204276,3698,0.66,59.1,20.4,1,0,65.3,6.22
7.5,233927,4565,0.39,25.7,40.0,1,0,47.7,3.88
3.1,75761,1944,0.41,61.7,23.0,0,1,50.9,5.53
8.9,276477,5083,0.59,63.5,10.8,0,1,82.8,3.6
2.8,45005,1124,0.54,79.6,24.5,1,1,40.3,5.97
5.0,81322,3370,0.43,61.6,12.9,0,1,93.4,7.3
12.8,338986,9002,0.85,61.2,27.3,0,0,78.0,3.1
3.1,89272,1791,0.59,50.9,37.8,1,1,66.5,6.55
1.1,39701,581,0.72,72.1,32.5,1,0,59.9,5.27
1.0,18235,370,0.35,79.8,14.6,1,0,47.6,6.5
14.1,501902,4826,0.63,66.7,15.4,1,0,95.3,4.44
7.6,153986,3572,0.45,56.8,7.4,1,0,82.7,8.4
6.1,152621,2797,0.62,24.7,15.0,0,0,60.2,5.25
12.2,278720,9449,0.82,63.6,8.2,1,0,44.3,3.82
12.5,313483,8674,0.82,62.5,22.5,1,1,59.5,2.96
5.0,93490,3139,0.48,66.5,29.8,1,0,51.1,4.93
10.4,287046,5814,0.76,27.5,31.3,1,0,87.2,5.02
11.6,405314,4438,0.95,59.2,7.1,1,1,83.2,4.93
9.8,255690,7750,0.7,37.7,16.9,1,1,69.9,3.95
2.3,61999,1109,0.32,65.6,15.1,0,0,93.2,7.85
13.1,475857,4644,0.74,34.4,8.7,1,0,50.8,3.21
8.1,264033,4422,0.28,61.0,17.7,1,1,67.1,5.33
4.2,115509,3123,0.9,37.7,15.5,1,1,82.6,5.96
6.4,136769,4743,0.61,20.5,27.2,1,0,44.1,4.86
0.6,20921,172,0.51,58.0,35.9,1,0,62.4,7.8
1.9,56438,1425,0.25,26.8,20.9,1,1,74.3,6.26
11.5,235735,5004,0.5,59.6,31.1,1,1,62.0,5.29
0.0,4,0,0.92,75.5,10.1,1,1,68.8,5.66
6.2,219186,4523,0.22,78.2,36.3,1,0,76.5,5.25
7.8,126215,5737,0.58,34.2,10.3,1,0,62.1,5.71
0.8,32619,490,0.94,68.6,11.7,1,1,46.4,5.34
14.6,266508,8571,0.52,41.2,8.7,1,1,48.4,5.68
3.4,118382,2397,0.54,74.0,15.8,1,0,71.6,6.71
4.6,113479,3163,0.66,67.2,24.3,1,1,50.5,5.13
4.6,124489,3397,0.57,24.4,39.6,1,0,93.4,4.63
3.5,127937,1992,0.33,44.4,32.8,1,1,90.1,8.7
0.0,560,17,0.21,40.2,18.3,1,0,60.9,9.15
10.9,311109,8731,0.69,67.1,25.2,1,1,89.9,4.45
14.5,235415,5196,0.94,44.6,26.8,0,1,72.0,2.32
3.4,50663,2438,0.29,61.1,33.8,0,1,49.5,5.0
9.9,210053,5469,0.37,56.1,30.8,1,1,76.9,5.32
11.1,356272,5495,0.5,78.5,24.9,0,0,80.8,3.46
12.7,229477,7719,0.85,76.3,28.4,1,1,45.0,2.39
6.3,113121,2079,0.42,45.7,31.1,1,0,58.9,6.53
4.5,114844,2514,0.91,63.4,9.7,0,1,40.3,4.89
4.9,152218,3589,0.24,69.8,12.0,1,0,59.0,7.56
10.7,350629,4348,0.95,73.9,29.1,1,1,60.1,2.0
12.3,238433,6288,0.65,24.1,34.8,1,1,77.8,3.0
2.7,46284,2097,0.73,38.1,19.3,1,0,51.9,5.09
5.6,214274,2862,0.49,39.2,39.3,0,1,41.8,3.94
13.5,291101,6483,0.83,46.1,12.6,1,1,58.9,4.76
12.1,439652,6295,0.33,30.2,19.6,1,1,89.5,4.46
14.8,540499,8269,0.24,49.8,18.2,0,0,63.9,5.09
11.3,388209,6969,0.52,59.8,37.6,1,1,64.9,4.21
5.9,113363,4131,0.88,49.8,15.0,1,1,68.1,5.85
8.9,314914,4661,0.8,59.9,21.5,1,0,85.1,5.77
9.9,339410,7027,0.61,24.0,11.6,1,1,68.8,4.23
1.2,35209,667,0.66,72.6,23.2,1,1,45.5,5.59
8.2,191364,3832,0.3,76.3,35.0,1,1,52.4,3.52
10.6,229423,6692,0.87,57.1,15.6,1,1,51.3,4.97
2.5,45295,1654,0.83,72.9,33.4,1,1,70.5,4.41
11.7,324867,6780,0.73,27.9,36.9,1,1,41.8,2.12
8.8,259471,2875,0.57,67.8,7.6,1,0,57.0,5.59
14.3,342564,5498,0.97,27.1,31.5,1,0,76.4,2.0
0.6,17107,282,0.9,44.5,13.9,1,1,61.3,7.82
4.0,95867,1756,0.72,39.4,11.1,1,0,82.5,5.45
9.0,279950,5745,0.5,55.1,26.0,1,1,63.5,6.4
4.4,166955,1375,0.69,38.1,29.7,1,1,98.8,5.81
10.7,204661,7264,0.66,58.2,18.8,1,0,97.9,6.1
11.4,279335,4926,0.52,42.0,6.4,0,0,88.0,6.17
1.5,28482,700,0.45,71.6,36.8,1,1,97.3,5.53
7.7,236041,4347,0.53,58.0,30.6,1,0,52.3,6.2
7.6,253594,3114,0.66,32.9,14.5,1,1,85.1,4.86
5.5,212140,4111,0.54,40.2,22.4,1,0,59.3,6.44
14.0,307471,4795,0.41,70.8,6.0,0,1,83.5,3.96
12.4,481054,6482,0.81,43.2,16.9,1,0,62.4,5.38
10.5,173412,7579,0.63,52.1,23.3,1,0,57.4,5.24
10.7,322254,6514,0.25,58.9,23.1,1,0,97.5,7.0
6.9,113778,3090,0.49,40.9,12.3,1,0,52.6,7.33
13.8,515909,7051,0.91,37.6,32.2,1,1,85.5,2.0
10.4,294285,6807,0.8,48.5,15.5,1,1,80.5,5.18
10.9,346999,8602,0.46,32.9,25.3,1,0,58.2,3.79
12.9,462590,9650,0.95,37.1,14.5,1,0,67.5,3.1
4.1,77115,1937,0.26,23.7,19.9,0,1,48.6,5.5
12.1,193271,9674,0.97,38.2,12.3,1,1,95.3,4.89
2.9,108277,884,0.4,39.2,27.2,1,1,98.1,6.06
5.2,118487,1626,0.21,77.7,19.9,1,0,83.9,7.31
5.0,91745,3584,0.55,55.4,5.6,1,1,91.0,7.36
14.7,392069,5867,0.49,67.2,6.0,1,1,45.0,3.22
12.8,384898,4245,0.63,22.7,21.5,1,0,63.0,3.02
10.5,165907,4402,0.84,26.4,11.4,1,1,59.8,3.51
10.9,238537,5595,0.87,68.9,25.5,1,1,73.9,3.41
8.4,133380,5609,0.52,57.4,19.3,1,1,51.0,6.13
14.2,362381,8697,0.54,31.5,27.9,1,1,73.8,2.0
7.4,278234,3118,0.32,44.3,38.3,1,1,79.3,7.02
5.7,225835,3149,0.24,52.3,23.5,1,0,47.9,7.14
2.4,75631,1866,0.71,70.6,32.6,1,0,47.9,4.85
11.8,224551,8344,0.25,23.6,31.4,1,1,42.1,4.46
11.0,414736,5085,0.79,55.8,37.3,1,1,85.7,4.58
5.8,160888,4561,0.63,63.0,12.5,1,1,59.9,5.1
0.4,7121,247,0.36,78.7,34.0,1,1,53.5,5.02
12.6,478772,4168,0.63,68.4,36.7,1,1,86.7,2.88
0.2,5812,54,0.35,36.6,18.7,1,1,48.6,6.24
10.6,351420,4055,0.55,62.6,16.0,1,1,65.6,4.72
14.6,476341,9663,0.84,65.8,38.3,1,1,84.7,2.0
6.6,131354,2573,0.57,63.8,27.0,1,1,74.4,4.71
3.5,71462,1959,0.32,69.2,18.3,0,1,73.2,5.54
10.6,340530,3665,0.78,74.2,32.7,1,1,49.4,2.0
12.3,251182,9321,0.35,25.9,15.7,1,0,50.9,4.61
8.2,212836,3869,0.79,26.3,11.2,1,0,75.0,4.89
14.5,501167,10938,0.58,67.8,24.0,1,1,41.4,2.0
0.8,26815,599,0.56,35.1,24.8,1,0,92.1,7.92
7.6,199381,2295,0.88,23.5,33.9,1,0,61.0,3.79
10.8,375084,5734,0.77,44.1,21.0,0,1,65.0,4.3
12.9,465380,4041,0.23,69.2,33.5,1,0,55.5,2.05
2.7,84347,2028,0.44,27.6,15.9,1,1,92.6,7.32
12.0,248529,6710,0.9,60.3,25.1,1,0,78.6,4.92
8.3,181152,2798,0.21,20.2,12.3,1,0,67.0,6.21
5.9,136044,2112,0.64,26.6,18.5,1,1,75.1,4.88
2.0,35405,972,0.78,41.1,35.0,0,1,62.8,5.93
13.0,283328,9996,0.7,25.0,12.6,1,0,67.9,3.37
2.4,47743,1525,0.81,70.8,33.4,1,1,61.5,4.87
4.6,122598,3410,0.78,71.8,14.9,0,1,64.6,5.48
4.4,164068,2102,0.75,65.3,6.2,1,1,58.9,5.1
13.1,230210,4204,0.86,34.5,8.8,1,1,44.7,2.94
10.1,333056,7943,0.72,51.4,31.1,1,0,42.2,4.35
12.0,384583,3688,0.52,31.1,14.2,1,1,50.4,3.4
3.8,65349,2907,0.58,36.9,27.9,1,0,55.1,4.65
9.4,356781,4540,0.77,51.0,29.5,1,0,93.4,5.19
8.6,250526,2616,0.9,64.1,17.1,1,1,76.7,3.7
12.5,300982,8052,0.42,25.7,21.6,1,1,97.5,5.33
13.6,460928,10741,0.47,37.8,19.1,1,1,60.4,3.82
0.2,3909,143,0.94,75.6,38.2,1,0,64.1,5.57
10.1,326944,3847,0.66,45.7,16.2,1,1,83.2,6.2
0.8,12435,304,0.34,76.3,11.4,0,1,74.7,7.21
8.2,296262,4798,0.73,79.5,17.8,1,1,71.7,3.76
4.3,113058,2669,0.99,51.6,28.4,1,0,74.5,6.66
4.6,142271,3082,0.86,37.3,29.4,1,1,75.0,4.54
5.3,108699,2068,0.8,67.4,37.3,1,0,85.9,4.02
9.3,297539,7264,0.37,29.6,35.9,1,1,80.1,3.75
5.0,171899,3104,0.9,35.1,15.1,1,1,97.4,4.64
11.0,294878,7952,0.62,67.1,20.9,1,0,96.9,3.68
6.1,184726,3459,0.91,46.0,31.2,1,0,65.3,5.6
1.0,27076,520,0.46,32.1,37.1,1,0,42.1,4.88
11.8,439128,9271,0.25,59.1,16.8,1,1,40.7,4.99
4.3,117647,2534,0.58,64.0,20.6,1,0,47.4,5.39
6.5,233988,4761,0.42,27.5,36.5,1,1,44.5,3.86
10.3,360206,7985,0.77,36.6,17.5,1,0,62.4,3.36
5.0,125981,3180,0.97,33.3,21.8,1,0,43.2,4.89
0.8,17614,488,0.75,42.8,36.7,1,1,77.5,5.99
5.6,141073,1692,0.91,65.8,33.1,1,1,51.4,2.69
14.2,505121,4533,0.56,62.8,13.5,1,1,70.8,3.52
9.6,199170,3855,0.82,59.8,16.4,1,0,46.2,5.11
10.1,283138,3958,0.87,20.4,17.4,1,0,89.7,3.95
